r0,predicted,actual,horizon
8.0,7.3,7.0,8.396988364134154
7.0,7.0,7.0,9.971252566735114
8.0,7.0,7.0,9.878165639972622
8.0,7.0,6.0,10.160164271047227
7.0,6.6,7.0,11.997262149212867
8.0,7.0,7.0,9.404517453798768
7.0,6.7,7.0,9.546885694729637
7.0,6.3,6.0,9.820670773442847
6.0,6.6,6.0,9.760438056125942
8.0,7.5,8.0,9.894592744695414
7.0,6.7,6.0,8.11772758384668
7.0,6.8,7.0,11.748117727583846
8.0,7.3,7.0,9.99315537303217
9.0,7.4,7.0,11.953456536618754
7.0,6.9,7.0,11.898699520876113
6.0,5.9,6.0,9.672826830937714
7.0,7.0,7.0,9.754962354551678
7.0,6.7,7.0,9.949349760438055
7.0,6.9,7.0,9.730321697467488
6.0,6.2,6.0,8.02737850787132
7.0,6.8,7.0,11.926078028747433
7.0,6.7,7.0,9.949349760438055
7.0,7.1,7.0,9.957563312799453
7.0,7.1,7.0,8.24914442162902
6.0,6.5,7.0,10.017796030116358
7.0,6.8,7.0,10.080766598220396
8.0,7.5,8.0,9.96577686516085
5.0,5.4,6.0,11.017111567419576
8.0,7.1,7.0,9.61533196440794
7.0,7.1,6.0,9.979466119096509
7.0,7.0,8.0,8.030116358658454
8.0,7.2,7.0,10.015058179329227
7.0,6.9,7.0,10.754277891854894
7.0,6.7,6.0,9.664613278576317
8.0,7.5,7.0,9.952087611225188
8.0,7.2,7.0,11.983572895277208
7.0,6.9,7.0,9.894592744695414
8.0,7.2,7.0,8.008213552361397
8.0,7.5,7.0,9.574264202600958
7.0,6.9,7.0,10.009582477754963
7.0,6.6,7.0,8.008213552361397
8.0,7.0,7.0,11.786447638603697
8.0,7.8,7.0,10.880219028062971
7.0,6.9,7.0,9.998631074606434
7.0,6.8,7.0,8.643394934976044
7.0,7.0,6.0,10.012320328542094
8.0,7.6,8.0,11.841204654346338
9.0,7.3,7.0,9.604380561259411
7.0,6.7,8.0,10.13826146475017
7.0,6.7,7.0,8.057494866529774
7.0,6.9,7.0,9.872689938398358
8.0,7.4,7.0,9.026694045174539
7.0,6.6,6.0,11.301848049281315
7.0,6.9,7.0,8.199863107460644
6.0,5.8,5.0,10.020533880903491
7.0,6.7,6.0,8.030116358658454
7.0,6.8,7.0,11.731690622861054
7.0,6.9,7.0,9.535934291581109
8.0,7.8,8.0,11.28268309377139
8.0,6.8,7.0,11.715263518138261
7.0,6.8,6.0,11.62217659137577
7.0,6.8,6.0,10.004106776180699
7.0,6.9,7.0,8.002737850787133
7.0,6.8,7.0,9.987679671457906
6.0,6.2,5.0,11.926078028747433
7.0,6.6,7.0,8.002737850787133
5.0,5.5,4.0,11.411362080766597
8.0,7.7,8.0,8.035592060232718
8.0,7.0,7.0,11.655030800821356
6.0,6.1,6.0,10.053388090349076
7.0,6.9,7.0,11.926078028747433
9.0,7.4,8.0,8.862422997946611
7.0,6.8,7.0,11.978097193702943
7.0,6.6,6.0,9.796030116358658
7.0,6.5,7.0,11.663244353182751
8.0,7.3,7.0,9.86447638603696
8.0,7.1,6.0,11.649555099247092
7.0,6.7,7.0,9.344284736481862
8.0,7.2,7.0,11.789185489390828
7.0,6.3,7.0,8.167008898015059
6.0,6.3,6.0,9.971252566735114
6.0,6.4,6.0,10.406570841889117
8.0,7.1,7.0,10.017796030116358
7.0,6.7,6.0,9.711156741957563
7.0,6.7,7.0,9.596167008898014
8.0,7.8,8.0,9.984941820670773
8.0,7.3,8.0,9.982203969883642
8.0,7.2,7.0,11.633127994524298
7.0,6.8,6.0,10.182067077344286
7.0,5.9,6.0,8.049281314168377
8.0,6.9,7.0,11.865845311430528
7.0,6.7,7.0,8.030116358658454
7.0,6.7,7.0,11.822039698836413
7.0,6.9,7.0,9.738535249828884
6.0,6.0,6.0,8.158795345653662
8.0,7.5,7.0,8.2984257357974
8.0,7.5,8.0,8.624229979466119
7.0,6.6,6.0,10.094455852156058
8.0,7.7,8.0,10.948665297741274
6.0,6.1,8.0,9.500342231348391
7.0,6.9,7.0,9.579739904175222
7.0,6.8,7.0,11.854893908282
6.0,5.9,6.0,10.026009582477755
8.0,7.2,7.0,9.897330595482547
8.0,7.4,8.0,9.508555783709788
7.0,7.1,7.0,8.005475701574264
7.0,6.9,7.0,10.00684462696783
7.0,6.6,6.0,10.004106776180699
7.0,7.0,7.0,9.664613278576317
7.0,6.9,7.0,9.872689938398358
7.0,6.7,7.0,11.942505133470226
7.0,6.9,7.0,10.023271731690622
8.0,7.2,7.0,9.998631074606434
6.0,6.5,5.0,8.02464065708419
6.0,6.0,6.0,11.789185489390828
8.0,6.9,7.0,9.908281998631075
7.0,6.9,7.0,9.86173853524983
7.0,6.9,7.0,10.105407255304586
7.0,7.2,6.0,10.30527036276523
7.0,6.7,7.0,9.741273100616016
7.0,6.8,7.0,9.77138945927447
7.0,6.9,7.0,10.056125941136209
8.0,7.3,7.0,10.026009582477755
7.0,6.5,6.0,11.715263518138261
8.0,7.2,7.0,10.03422313483915
7.0,6.5,6.0,11.811088295687885
6.0,6.0,7.0,9.801505817932922
5.0,6.6,6.0,11.723477070499658
7.0,7.0,7.0,9.19917864476386
7.0,6.9,7.0,11.671457905544148
8.0,6.9,6.0,11.80561259411362
8.0,7.7,7.0,8.993839835728952
5.0,5.4,6.0,10.173853524982889
7.0,6.9,6.0,8.008213552361397
7.0,6.8,6.0,9.73305954825462
8.0,7.7,8.0,8.191649555099247
8.0,7.3,7.0,9.782340862422998
8.0,7.0,7.0,11.493497604380561
7.0,6.5,7.0,9.71937029431896
7.0,7.1,7.0,9.94113620807666
6.0,6.2,7.0,11.885010266940451
8.0,7.2,7.0,9.831622176591376
9.0,7.1,7.0,9.787816563997263
6.0,5.9,6.0,11.852156057494867
7.0,6.7,7.0,11.879534565366187
7.0,6.6,6.0,11.964407939767282
7.0,6.8,7.0,11.62217659137577
7.0,6.9,7.0,10.020533880903491
8.0,7.4,7.0,8.120465434633813
7.0,6.7,7.0,11.819301848049282
6.0,6.0,6.0,11.707049965776864
7.0,6.9,7.0,9.793292265571527
6.0,6.3,6.0,9.253935660506503
7.0,7.3,7.0,8.049281314168377
8.0,7.3,5.0,9.883641341546886
7.0,6.9,7.0,8.199863107460644
7.0,6.8,7.0,10.088980150581794
7.0,6.7,7.0,11.945242984257359
8.0,7.1,7.0,8.005475701574264
7.0,6.9,7.0,9.891854893908283
8.0,7.2,7.0,9.891854893908283
6.0,6.0,6.0,8.002737850787133
4.0,5.9,6.0,11.315537303216974
8.0,7.1,7.0,9.930184804928132
6.0,6.0,6.0,11.822039698836413
7.0,7.1,7.0,8.109514031485284
7.0,7.0,6.0,9.796030116358658
7.0,6.9,7.0,9.546885694729637
7.0,6.4,7.0,9.850787132101301
7.0,6.9,6.0,9.99315537303217
8.0,7.3,8.0,10.119096509240247
6.0,6.7,7.0,8.498288843258042
7.0,6.9,7.0,9.957563312799453
8.0,7.3,6.0,8.183436002737851
9.0,7.1,6.0,9.848049281314168
6.0,6.2,6.0,9.757700205338809
8.0,6.8,8.0,11.723477070499658
7.0,6.8,7.0,10.094455852156058
7.0,6.9,7.0,11.989048596851472
7.0,6.9,7.0,8.0
7.0,6.8,6.0,9.998631074606434
7.0,6.7,7.0,8.071184120465434
7.0,7.0,7.0,8.046543463381246
8.0,7.2,7.0,11.548254620123203
8.0,7.0,7.0,11.97535934291581
7.0,6.8,7.0,11.912388774811772
7.0,6.8,7.0,10.036960985626283
8.0,7.1,7.0,11.761806981519507
7.0,6.7,7.0,11.906913073237508
6.0,5.6,6.0,9.809719370294319
7.0,7.1,7.0,10.020533880903491
7.0,6.8,7.0,9.566050650239562
7.0,6.8,7.0,11.871321013004792
6.0,7.1,7.0,11.983572895277208
7.0,6.8,7.0,11.247091033538672
7.0,6.7,7.0,10.25325119780972
8.0,7.1,7.0,9.503080082135524
7.0,7.0,7.0,8.503764544832306
7.0,6.7,7.0,8.183436002737851
6.0,5.9,6.0,9.568788501026694
5.0,7.0,8.0,8.183436002737851
8.0,6.8,7.0,9.924709103353868
8.0,7.6,7.0,9.69472963723477
8.0,7.2,8.0,10.16290212183436
6.0,6.1,6.0,10.061601642710473
8.0,7.3,7.0,10.105407255304586
6.0,5.8,6.0,11.84394250513347
7.0,6.9,7.0,11.055441478439425
8.0,7.5,7.0,10.102669404517453
7.0,7.0,7.0,11.961670088980151
7.0,6.9,6.0,12.0
7.0,6.9,7.0,11.85763175906913
7.0,6.7,7.0,9.930184804928132
6.0,5.9,6.0,9.984941820670773
7.0,6.6,7.0,11.66050650239562
8.0,7.7,8.0,9.404517453798768
6.0,6.0,6.0,10.078028747433265
7.0,6.9,7.0,9.995893223819301
7.0,6.7,7.0,11.80561259411362
7.0,6.9,7.0,11.92060232717317
8.0,7.2,7.0,9.754962354551678
7.0,6.7,6.0,9.77138945927447
7.0,6.8,7.0,8.147843942505133
7.0,6.9,7.0,10.012320328542094
8.0,6.9,6.0,10.198494182067078
6.0,6.1,6.0,9.979466119096509
6.0,5.8,6.0,9.883641341546886
7.0,6.5,7.0,9.930184804928132
8.0,7.2,8.0,9.429158110882957
7.0,6.9,7.0,9.86173853524983
7.0,6.9,7.0,9.716632443531827
7.0,6.9,7.0,9.911019849418206
7.0,6.9,7.0,11.728952772073923
7.0,6.7,7.0,11.80561259411362
6.0,5.7,5.0,9.77138945927447
6.0,6.2,7.0,8.383299110198495
8.0,7.5,8.0,9.831622176591376
7.0,6.8,7.0,10.094455852156058
7.0,6.8,7.0,9.908281998631075
7.0,6.9,7.0,9.842573579739904
8.0,7.2,7.0,9.971252566735114
7.0,6.5,6.0,8.049281314168377
8.0,7.4,7.0,11.800136892539356
7.0,7.0,7.0,9.774127310061601
6.0,6.9,7.0,9.872689938398358
6.0,6.5,6.0,10.13552361396304
8.0,7.4,7.0,11.917864476386036
7.0,6.8,7.0,11.75359342915811
6.0,6.4,7.0,11.093771389459274
7.0,6.6,6.0,9.639972621492129
8.0,7.1,7.0,9.82340862422998
7.0,6.7,6.0,11.682409308692677
6.0,7.2,9.0,10.03422313483915
7.0,6.0,6.0,11.745379876796715
8.0,7.1,7.0,9.349760438056126
7.0,6.9,7.0,9.17180013689254
7.0,6.8,7.0,11.767282683093772
7.0,6.7,7.0,9.776865160848734
8.0,7.0,7.0,11.707049965776864
8.0,7.3,8.0,10.18754277891855
6.0,6.0,6.0,10.061601642710473
7.0,6.9,7.0,9.95482546201232
7.0,6.9,6.0,9.960301163586584
8.0,7.5,8.0,9.377138945927447
7.0,6.9,7.0,9.850787132101301
7.0,7.0,7.0,9.678302532511978
8.0,7.2,7.0,8.030116358658454
7.0,6.9,7.0,8.569472963723477
7.0,6.7,7.0,8.071184120465434
8.0,7.5,8.0,10.981519507186858
7.0,6.9,7.0,9.486652977412732
6.0,5.8,6.0,9.431895961670088
7.0,6.8,7.0,11.75085557837098
7.0,6.8,7.0,8.054757015742641
8.0,7.7,8.0,11.904175222450377
7.0,6.7,7.0,10.171115674195756
8.0,6.8,6.0,11.16495550992471
6.0,6.2,7.0,9.782340862422998
6.0,6.1,7.0,8.095824777549623
7.0,7.0,7.0,8.11772758384668
7.0,6.9,7.0,9.94113620807666
7.0,6.8,7.0,10.067077344284737
7.0,6.9,7.0,9.54962354551677
8.0,7.5,7.0,9.59069130732375
7.0,6.1,7.0,11.876796714579056
7.0,6.8,7.0,11.3347022587269
7.0,6.8,7.0,9.727583846680355
8.0,7.0,7.0,11.991786447638603
8.0,7.7,8.0,8.010951403148528
6.0,5.8,6.0,9.880903490759753
8.0,7.1,7.0,9.95482546201232
8.0,7.2,6.0,9.815195071868583
7.0,6.8,7.0,8.046543463381246
7.0,6.8,7.0,11.997262149212867
6.0,6.2,6.0,8.16974674880219
5.0,5.5,5.0,8.002737850787133
7.0,6.9,7.0,9.930184804928132
7.0,6.7,7.0,11.808350444900753
7.0,6.9,7.0,11.761806981519507
7.0,6.8,7.0,10.42299794661191
7.0,6.5,8.0,9.119780971937029
6.0,6.0,6.0,8.038329911019849
6.0,6.1,6.0,8.013689253935661
7.0,6.7,6.0,11.791923340177961
7.0,6.7,7.0,9.911019849418206
8.0,7.2,8.0,10.036960985626283
8.0,7.1,7.0,9.927446954140999
7.0,6.9,7.0,11.748117727583846
7.0,7.0,7.0,11.780971937029431
8.0,7.1,7.0,9.911019849418206
7.0,6.7,7.0,9.47296372347707
7.0,6.7,7.0,11.89596167008898
7.0,6.5,5.0,9.71937029431896
7.0,6.5,7.0,10.242299794661191
8.0,7.2,7.0,11.811088295687885
7.0,6.9,7.0,9.774127310061601
8.0,7.3,7.0,11.734428473648187
8.0,7.3,7.0,9.768651608487337
